id,source,title,job_type,size_tier,judge,conf,opening,cache_read,in,out
25464,freelancer,Customer Loan Management App,Development / tech,Medium,Development / tech,high,True,600,423,29
28777,himalayas,"Mgr, Product",Consulting / strategy,Medium,Product / PM,high,True,600,76,29
26741,himalayas,Paralegal Contractor,Legal,Large,Legal,high,True,600,114,27
18861,himalayas,Insurance Sales Agent,Sales / outreach,Medium,Sales / outreach,high,True,600,80,31
11949,arbeitnow,MAIT Additive Manufacturing Materials Intern — The Exploration Company,Development / tech,Medium,Engineering,high,True,600,395,28
16640,himalayas,"Digital Marketing Manager, Web & AI Search",Marketing / SEO,Medium,Marketing / SEO,high,True,600,60,32
7150,freelancer,Cartoon Animal Shorts for YouTube,Video / animation,Medium,Video / animation,high,True,600,433,29
26650,himalayas,Lead Backend Engineer,Development / tech,Medium,Development / tech,high,True,600,90,29
22802,freelancer,Restore Home Landline Dial Tone,Sales / outreach,Medium,IT / support,medium,True,600,265,29
20369,himalayas,Health Educator,Healthcare / medical,Medium,Healthcare / medical,medium,True,600,76,33
10720,freelancer,Professional Formatting for Novel Publication,Writing / content,Medium,Design / creative,medium,True,600,460,30
1276,himalayas,Manager Social Media Partnerships,Marketing / SEO,Medium,Marketing / SEO,medium,True,600,50,33
22689,freelancer,Infertility Content Scripter,Video / animation,Medium,Writing / content,high,True,600,249,29
17134,freelancer,OpenCart Store Setup & Integrations,Design / creative,Medium,Development / tech,high,True,600,397,29
19700,himalayas,eCommerce / DTC Growth Strategist - AU/NZ,Consulting / strategy,Medium,Marketing / SEO,high,True,600,95,32
10952,himalayas,Boomi Middleware Engineer,Development / tech,Medium,Development / tech,high,True,600,78,29
22479,arbeitnow,Senior SAP Master Data Management Consultant (m/w/d) — Westernacher,Consulting / strategy,Medium,Consulting / strategy,medium,True,600,424,33
7823,freelancer,B2B Business Development Specialist for HARITRON,Sales / outreach,Large,Sales / outreach,high,True,600,442,31
14484,himalayas,Senior Fullstack Engineer - Remote,Development / tech,Medium,Development / tech,high,True,600,92,29
20715,himalayas,INSIDE SALES SUPPORT REPRESENTATIVE,Sales / outreach,Medium,Sales / outreach,medium,True,600,71,32
27932,freelancer,Corporate Admin Panel Design,Design / creative,Medium,Design / creative,high,True,600,454,29
7118,arbeitnow,Accuracy Checking Pharmacy Technician (Part-time) — Montu Uk,Legal,Large,Healthcare / medical,high,True,600,433,32
16626,freelancer,Quality Industry Blog Backlinks,Writing / content,Medium,Marketing / SEO,high,True,600,424,32
2508,himalayas,General AI Data Annotator - French (United States),Data / analytics,Medium,Data / analytics,medium,True,600,181,31
3619,himalayas,HealthTech Business Development Manager (100 % remote) (m/f/d),Sales / outreach,Medium,Sales / outreach,medium,True,600,86,32
32244,himalayas,Area Business Manager - Futura - Hyderabad,Marketing / SEO,Medium,Management / operations,medium,True,600,128,30
9588,freelancer,Migrate Oracle DB to Modern Windows,Data / analytics,Large,IT / support,medium,True,600,288,29
13944,himalayas,Brands Event Coordinator,Design / creative,Medium,Marketing / SEO,medium,True,600,77,33
12548,himalayas,Denials Specialist,Finance / accounting,Medium,Healthcare / medical,medium,True,600,50,33
32965,himalayas,Research Analyst (Non-Data) (Job 1370),Consulting / strategy,Medium,Consulting / strategy,low,True,600,88,32
30589,himalayas,Crewing Manager Philippines (0014 Feb 2026) remote working,Management / operations,Medium,HR / recruiting,medium,True,600,89,32
24612,himalayas,Junior SOC Security Engineer,Development / tech,Medium,IT / support,medium,True,600,92,29
11229,himalayas,"Contact Center Provider Services Remote USA (Any city, LA, US, 99999)",Customer support,Medium,Customer support,medium,True,600,64,48
32262,freelancer,Social Networking Android App Development,Design / creative,Medium,Development / tech,high,True,600,369,29
32068,himalayas,Project Administrator,Admin / VA,Medium,Admin / VA,medium,True,600,47,31
22432,arbeitnow,Quality Assurance Engineer (m/f/d) — Yalwa GmbH,QA / testing,Large,QA / testing,high,True,600,429,29
8506,himalayas,Event Production & Client Success Manager,Customer support,Medium,Management / operations,medium,True,600,49,30
16698,himalayas,Interim Accounting Manager,Finance / accounting,Medium,Finance / accounting,high,True,600,80,31
24810,arbeitnow,Deployment Lead - ERP Solutions — Rillet,Customer support,Large,Consulting / strategy,low,True,600,435,32
8839,himalayas,Site Contract Specialist I,Healthcare / medical,Medium,Legal,medium,True,600,59,28
11988,himalayas,Industrial Design to UX Design Career Changer,Design / creative,Medium,Design / creative,medium,True,600,92,30
